id,text,domain,category,FinalOff,FinalCB
 text,domain,category,FinalOff,FinalCB
 قدم سعاده السفير عبد الرحيم احمد خليل اليوم الثلاثاء الموافق سبتمبر م بالقصر الملكي بروكسل اوراق اعتماده لجلاله الملك فيليب ليوبولد ملك بلجيكا سفيرا فوق العاده ومفوضا لجمهوريه السودان لدي ملكه بلجيكا,News,Racial,no,no
 هذه الدوله هي ذراع و لنشر الارهاب والفوضي في العالم ✋ 🏼 🚨,News,Racial,yes,yes
 فاينال فانتزي نار و شرار 😭 🔥 🔥 🔥 ✨ ✨ ✨,Gaming,Racial,no,no
 اعتقال صحفين نشرا خبرا بعنوان عصابه اغتصاب بحزب العداله,News,Sexual,no,no
 شو بدكم يطلع من جيل وعي علي هيدي الصوره اله يرحمك يا ويلعن كل حاكم عربي مطبع مع الصهيوني,News,Racial,yes,no
 ازبل رءيس نادي شفته كل يوم خبر سيء ومشاكل لا تعد ولا تحصي اضر واهان سمعت النادي الحمدله انه اخر شهور يقضيها في برشلونه دا انا جالي الضغط بسبك يجدع دوري ابطال اوروبا مش عارفين ناخده بسبك وكل سنه تجبلي لاعيبه كسر والاعمار كلها فوق سنه دا انتا يهودي 🤦 ‍ ♂ ️ 😅,Sports,Racial,yes,yes
 المذيع فاشل جدا في اداره المناظره لاسف,News,Intelligence,yes,yes
 مين الغبي الي عم قول انو كان في مءامره علي الاسبوع الماضي عبر الطلب باستقالات جماعيه,News,Intelligence,yes,yes
 العرص قواد مصر,News,Sexual,yes,yes
 اله يلعنك يانواف تجاهلوا الالفاظ النابيه ه,Gaming,Racial,yes,yes
 خالص العزاء والمواساه من فلسطين لاهلنا في لن نسي مواقفك المشرفه مع كان محبا لها عوض اله الكويت بمن يحمل هموم اهلها وامتنا رحل ولم يطبع رحل حافظا لامانه رحم اله فقيدنا وفقيدكم,News,Racial,no,no
 دموع الحزن دليل علي الحب ورقه القلب وهذه نعمه يفقدها الكثير كانت واضحه في عين سمو اميرنا المفدي حزن علي الحمدله علي نعمه الحاكم الرحوم ونعوذ بك من قلب لايخشع وعين لا تدمع وفق اله امير سمو الامير,News,Appearance,no,no
 نحن هنا باقون نص د عبد الرحيم جاموس,News,Racial,no,no
 احمد مكي وكريم عبد العزيز يبدان تحضيرات الاختيار,Celebrities,Racial,no,no
 ناءب الامين العام لجبه الشعبيه لتحرير فلسطين ابو احمد فءاد انتفاضه الاقصي كانت امتداد لانتفاضه الاولي التي ابدع فيها شعبنا علي كافه الصعد كان هناك قياده وطنيه موحده تقود الشعب لمواجه الاحتلال,News,Racial,no,no
 الصليبي العربي المجرم يري كل المسلمين دواعش لعنه اله وهو الذي ذبح الالاف ن المسلمين في سوريا و صبرا وشاتيلا الصليبي العربي مجرم عابر لحدود وارهابي يعمل بالوكاله لاسياده من وراء البحار لبنان,News,Racial,yes,yes
 قطع مشابه باسعار معقوله,Celebrities,Racial,no,no
 الصهاينه اليهود شلحوا الكوندوم وصهاينه العرب ازالوا الولب هذه الحكايه من الفها الي ياءها,News,Sexual,yes,yes
 عليكم لعاءن اله ياخرفان خليفه الشواذ والمثلين ومعبد ايا صوفيا,News,Sexual,yes,yes
 عادل قتل والده وزوجته وحرق جثتيهما عايزين يقسموا الايراد معايا,News,Racial,no,no
 لوكانت الامه جسد فستكون هي فتحه الشرج فيه فلذلك ليس مستغربا ما تفعله هذه الدويله المستجده,News,Sexual,yes,yes
 صدقت واليوم شاهدتها منذ الاول حتي النهايه وفعلا شيء مءسف ما سمعناه وخاصه كان فظيع باسلوبه ورده وعصبيته بمناظره يشاهدها ملاين الامريكين والعالم فان دل فيدل انا بعد الانتخابات مهما كان الرابح متجهين لحاكم وحكم فاشل وتخبيط لا مثيل له من دوله عظمي تحكم وتحاكم العالم ب 💵,News,Intelligence,yes,yes
 عبد فنش غبي,Gaming,Racial,yes,yes
 جوله لاعلامين قام بها ردا علي مزاعم كذب اسراءيلي يتقاطع مع غباء المانعه السياسي والاعلامي,News,Intelligence,yes,yes
 تقرير اسلحه الغرب تذكي نار الصراعات المسلحه في ليبيا تقرير محمد قريمه,News,Racial,no,no
 العراق عباره عن ازدحامات شحه خدمات متسولين مكادي كلاب ساءبه بيها انواع هالكلاب بطاله كفر وقذف وسب نميمه,News,Appearance,yes,yes
 العرب مش شاطرين الا بالحكي و الذل و الخضوع اندم كوني عربي,News,Racial,yes,yes
 عبد الناصر كان محظوظ باعلامه كان يحط طوبه من هنا تلاقي صلاح جاهين يكتب وعبد الوهاب يلحن وام كلثوم تغني وعبد الحليم يشدو والدنيا كلها تبقي بتسمع والرساله بتوصل تخيل بقي حضرتك لو كانوا موجودين دلوقت وشافوا انجازات 😃,News,Racial,no,no
 من يستغرب ان الحريري كلف باصوات لرموز الوصايه عليه ان يعرف ان فشل الانتفاضه كان نتيجه سحب الشارع الشيعي من الانتفاضه بالترهيب و الترغيب و الطاءفيه لتحويل الانتفاضه البنانيه عرجاء تستهدف ظاهريا الشيعه و ليس العكس عوده الحريري من بركات حزب السلاح,Celebrities,Appearance,no,no
 هو من فانز هند و الا من فانز مءخرتها الي تهزها لهم اخر اليل اله يلعن المراهقه و الانحراف علي كبر ايها العجوز المتصابي 😭 😂 فانز هند اجل بعدين كيف جاها الفويس من صاحبه يلا ياهنوده مني بتعلمينا بالي استجارلك القصر اي متصابي فيهم 😂 😂,Celebrities,Racial,yes,yes
 نفوذ السلاح من يملك الشركات المصنعه لاسلحه التي ظهرت في وماذا يربطهم بحكام الامارات وتركيا رابط التحقيق الكامل انجز بدعم واشراف شبكه اريج اعلاميون من اجل صحافه استقصاءيه عربيه,News,Racial,no,no
 نواب بيروت لو عندكن ذره انسانيه كنتو استقلتو يوم الانفجار بس متل الكلب الي لاقط عظم,News,Appearance,yes,yes
 ربما لا يفهم القارء العربي تماما ما الذي يعنيه المواطن البناني المتعالي علي انكسارات في الروح قبل الجسد,News,Sexual,no,no
 جماعه الاخوان المسلمين اﻷرهابيه اكثر من خرب البلاد وهم من حرق المساجد والكناءس والمعابد هم من قتلوا وذبحوا وسفكوا الدماء,News,Racial,yes,yes
 حد يقول ل 🐒 هذا ان دول البحر المتوسط لرجاله بس مش لشواذ لما يسترجل و يعدي الخط الاحمر هنقطع رجله,News,Sexual,yes,yes
 يلعن شكلكم سوني وش ذا 🔥 🔥 🔥 🙏 🏻,Gaming,Racial,yes,yes
 يلعن سعد والي جابه 🙃,Celebrities,Racial,yes,yes
 عبد اله بن زايد نعرب عن قلقنا البالغ تجاه التدخل التركي في ليبيا,News,Racial,no,no
 اتوجه بالتهنءه الحاره لاصحاب السمو لنيلهم بجداره رتبه كلب,News,Appearance,yes,yes
 عليه من اله ما يستحقه القاتل و مول وداعم القاتل دعم انقلاب دعم قتل دعم قتل المصرين المسلمين نشكوه الي اله,News,Racial,no,no
 مذيعه انا مشمءزه من فءاد الفاسد الذي يحاضر عن العفه و سعد التافه,News,Intelligence,yes,yes
 خريطه توضح الدماء الساريه في عروقي والاعراق التي اتصل بها العرق الذكوري عربي علي السلاله التحور الذي يضم عينات من غرب الجزيره العربيه الحجاز ومن الاردن ومن وهذه بقيه الاعراق الداخله بفعل التزاوج والمصاهره,News,Racial,no,no
 لبنان حذار من الاجتماعات المغلقه مع الامريكان واسراءيل التي حدثت عندكم و ستكر وذلك بشان الحدود البحريه لا تسمحوا لفاسد كلب ان يبيع نفسه وشيء علي حساب افقاركم اله اكبر علي الظالمين,Celebrities,Appearance,yes,yes
 قطع طريق من قبل الثوار,Celebrities,Racial,no,no
 الانسان الفنان الراقي المحترم لاتبالي الي تفاه التافهين,Celebrities,Intelligence,yes,no
 عبد الاله ترا محد حولك الحين كل العالم حول جد اتكلم,Gaming,Racial,no,no
 تركيه تعرض لاضرار بالغه بالمتوسط بعد تحرشها بقطعه بحريه يونانيه,News,Sexual,no,no
 كارت وانحرق دخل ماموراوطامعا وخرج مضغوطا يجر اذيال الخيبه والفشل فشل في مهمته الموكوله اليه,News,Intelligence,yes,yes
 سر تميزنا في الحوم ورهانا علي ذوقك الرفيع 💕 🌹 سليق عربي طايفي طبيعي بدون زيوت لحم مدفون في الجمر حنيذ عسيري باعشاب المرخ توصيل مجاني وتطبيقات جاهز ومرسول,News,Racial,no,no
 صدق انك حمار علاقات شامله منذوا اكثر سنه و منذوا من تحت لتحت حب وحنان وعلاقات عاطفيه ودعم حماس ماديا والمتاجره ب وين الفرق يا حمار اعلان مع من يمد يد السلام العالمي طبعا انت حمار وتبي تعلم مني خذها,News,Intelligence,yes,yes
 العجوز الخرفان البرشلوني عامل نفسهوخايف علي مصلحه زيدان حق كل ما طلبه واليوم محتار في ايجاد اي شيء ينغضدص فوز الريال اخرس,Sports,Appearance,yes,yes
 صباح الخير توني ادخل و قبل اتصفح الحساب ودي اسال اما زالوا ينبحون كلاب بعد فوز البارحه,Sports,Appearance,yes,yes
 اله يرحمك ويغفرلك يا اسد العرب جسد لنا العروبه في اسمي مظهر سنه ولا تزال افعاله تقف شامخه لتحدث عنه 🤍,News,Sexual,no,no
 سلاما علي من يمنح السعاده لمن حوله و هو لا يملكها,News,Appearance,no,no
 وكعادته يهد ويتوعد كل من يقف في وجه حزبه الارهابي المجرم وسيطرته علي الحكومه البنانيه وانه هو صاحب الراي الاول والاخير مع الامعه في تسميه وزير الماليه والذي بسبه فشل تشكيل الحكومه,News,Intelligence,yes,yes
 وفاه الداعيه الكويتي عبد الرحمن عبد الخالق هذا اخر ما نشره,News,Racial,no,no
 النجمه الكبيره نبيله عبيد تنشر ارشيفها السنيماءي علي اغنيه النجمه اليسا بنحب الحياه 💖 💖 💃 💃,Celebrities,Racial,no,no
 ايلول المجلس النيابي السوري يرفض مشروع الكبري الذي اقترحه ملك عبد اله الاول ويعتبر ان المشروع تستر وراءه مطامع شخصيه واغراض صهيونيه وقيود الزاميه من شانها ان تمس استقلال البلاد وسيادتها ونظام الحكم القاءم فيها,News,Racial,no,no
 سءال اخر لماذا لم يختاروا اسراءيل بدلا من الامارات وان يحركوا رءوس الاموال خاصه وان ارض فلسطين وفيره في ارضها وفي جمال طبيعتها ولها موقع جغرافي مهم واطلاله علي البحر اسراءيل غير صالحه لاستثمار لانها ساتر عسكري ومهده,Sports,Racial,no,no
 رءيس السلطه الفلسطينيه محمود نعي فقيد الامه الشيخ صباح الاحمد الجابر الصباح امير دوله ونءكد ان فلسطين خسرت برحيله قاءدا عربيا وزعيما لانسانيه,News,Racial,no,no
 من يوم ما اتولدت الي الان مش عارف ايه الهدف من جامعه الدول العربيه غير انها بتشجب و تند عملت ايه لاي قضيه عربيه فلسطين سوريا العراق ليبيا السودان قبل الانفصال بالعكس قرارتها كلها بتخدم انظمه بعينها,News,Racial,yes,yes
 فهناك مسلمين اغتصبوا وقتلوا لدفاع عن ارضهم وعرضهم انتم مخلصين لصهاينه اشد منهم الاسلام بكم ضعيف وفي غني عن موقفكم,News,Sexual,no,no
 انك لا تجني من الشوك العنب قالت العرب قبل مءات السنين من اعلان السفاح بوتن اكتشاف لقاح لانقاذ البشريه من وباء كورونا,News,Racial,yes,yes
 ادي امامنا في هذه الحظات يوزع نار يا حبيب نار مش منكن مش منكن يقولون عن هذه النجاسه تعليق هل يقول المعلقين الاجانب هذا السفه لعنه اله عليهم حفيظ دراجي عصام الشوالي يوسف سيف رءوف خليف,Sports,Racial,yes,yes
 خادم الحرمين ولي العهد يعزيان اسره ال الصباح والشعب الكويتي,News,Racial,no,no
 ملخص مباراه وليدز يونايتد هاتريك مباراه مجنونه,Sports,Racial,no,no
 عين ولا بفعل فاعل معقوله كورونا جات بوقت واحد لاعبين الهلال وتهم عناصرعندها الموضوع فيه شك 🙂 💔 💔,Sports,Appearance,no,no
 تركيا الان هي الدوله المتصدره لدفاع عن المسلمين في كل مكان بقدر المستطاع لديها بقياده الزعيم الطيب رجب,News,Racial,no,no
 هل سمعت عن قصف ايران لاربيل هذا اليوم بالتاكيد لم تسمع فمن يقتل هم الكورد و يصطفون مع ملالي ايران ضدهم هل علمت لماذا نقول ان الاخواني والصفوي وجهان لعمله واحده وهل فهمت الان لماذا قبل مرتزقه القتال دفاعا عن حلفاء بشار في هل ان لعقول ان تعمل,News,Racial,yes,no
 الالم ليس الم الجسد بل الالم هو الم النفس الانسانيه ليست شعارات بل خلق مبني علي الايمان 🙏,News,Sexual,no,no
 في احد مثلي ولا انا بس,Gaming,Sexual,no,no
 يعرب عن خالص تعازيه وصادق مواساته لاسر ضحايا الانفجار ولحكومه وشعب متمنيا الشفاء العاجل لمصابين,News,Sexual,no,no
 حفظ اله اهل مصر الاشرف ويبقي السيسي رغم انف الكلاب الضاله من الاخوان المفسدين 🇦 🇪 🇪 🇬 تحيه واجلاء لك يا ريس,News,Appearance,yes,yes
 فلتسقط عروبتكم و بعثكم و مواخير مقاومتكم يا اشباه الكلاب,News,Appearance,yes,yes
 فلسطين عاصمه بلاد الشام 🏕 ️ 🏖 ️ 🏞 ️هي الوطن المغصوب المظلوم الحزين مسلوب الاراده والقوي ✋ 🏾 الي هنا والزم الصمت 🔕,News,Racial,no,no
 الحكم باعدام سته مصرين بتهم قتل عناصر شرطه,News,Racial,no,no
 🖇 ️ المعلق فهد العتيبي 🎙 يريد الذهاب مره اخري الي كاس العالم لانديه علما انه اول نادي اسيوي وصل لعالميه 🎖,Sports,Racial,no,no
 الامن يوضح حقيقه مقطع فيديو متداول لجريمه قتل قيل انه بالاردن,News,Racial,no,no
 عين علي القدس يسلط الضوء علي تصعيد الاحتلال انتهاكاته لاقصي,News,Appearance,no,no
 عين العروبه,News,Appearance,no,no
 الحمار الطاءش الي ما يتعلم من نفس الغلط,Gaming,Intelligence,yes,yes
 الشراميط ما بتشبع بعتذر عالكلمه الوقحه بس حتي هيدي كتير قليله بحقون,News,Sexual,yes,yes
 استكمالا لمسيره السلام بين الاطراف السودانيه وبعد عاما من الحروب التوقيع النهاءي لاتفاق السلام السوداني يوم اكتوبر بجوبا تابعونا في تغطيه خاصه علي سكاي نيوز عربيه,Sports,Racial,no,no
 عندما يكون النذل حمار,Gaming,Intelligence,yes,yes
 وين الاعتصامات وين الثوار وين قطع الطرقات وين الشغب وين الزعرنات وين الاعتداء علي قوي الامن والجيش وين محاوله اقتحام المجلس ليش الثوار مقطوع حسهم 😅 🤣 قلتولي يا منافقين يا كذابين 😅 🤣,Celebrities,Racial,yes,yes
 بتعليمات من الناءب العام تم القبض علي مدير اداره التحكم بشركه الكهرباء محمد الغدامسي ومدير اداره المشروعات والانتاج عبد الباسط فراره ومدير المشروعات والانتاج السابق عبد الفتاح ابورويص ومدير اداره التحكم الجهوي بالشركه عبد الرءوف التليسي,News,Racial,no,no
 ال بي سي اي الجيش ينفذ مداهمه في ويتعرض لاطلاق نار,Celebrities,Racial,no,no
 😂 😂 😂 المفروض تبقي هادم التاريخ باءع الجغرافيا صانع الفقر شافط خير البلد,News,Racial,yes,yes
 راح نقول جمله توفيك حقك تبقي الاسود اسود والكلاب كلاب نعرف من تكون نحبك لا تبالي لكلامهم,Celebrities,Appearance,yes,no
 موقف خسيس كيف يرضي الاخ علي اخته هذا التصرف من غريب,Celebrities,Racial,yes,yes
 فشل تشارلز داروين في اثبات نظريه التطوير حتي جاء ال نهيان لاثباتها,News,Intelligence,yes,yes
 غضب عربي واسلامي ضد ماكرون ودعوات لمقاطعه فرنسا,Celebrities,Racial,no,no
 🔥 نعم هكذا هي جنون كره القدم 🔥 يفوز علي 💙 🖤 💪 👏,Sports,Intelligence,no,no
 نقاط مع غباء وتصبحون علي خير,Sports,Intelligence,yes,yes
 اي هجوم ايراني باي شكل سيواجه برد اقوي بالف مره,News,Appearance,no,no
 غبي ه,Gaming,Intelligence,yes,yes
 🛑 ⚡ ️ فجر غد الخميس الاوربي يتوقع نشوء سحابه قويه تءثر علي شمال بامطار غزيره ⛈ سرعه الرياح في محور السحابه عاليه علي اثرها قد تسب في ارتفاع الامواج ورياح هابطه واثاره بعض التكونات لسواحل القريبه منها واله اعلم,News,Racial,no,no
 عندما قتل حارس سلحان الفغم وجدنا كثيرا من حسابات المعارضه قد تعاطفت معه واتضح انذاك ان النظام القطري هو من ساعد في انشاء تلك الحسابات والان تكشفت حقاءق جديده بان الجبري هو ايضا من داعمي المعارضه من طراز الملكيه الدستوريه يتبع,News,Racial,no,no
 هذا هو الغبي شوفوه,Gaming,Intelligence,yes,yes
 تكريم الراحلان عبد الرحمن ابو القاسم وريمون بطرس في مهرجان مصري هو ضربه مخجله لوزارتي الثقافه والاعلام,Celebrities,Racial,no,no
 الفاشلون من الطلبه هم فقط من يطالب بالتراكمي او التاجيل لانهم يخشون الامتحانات,News,Intelligence,yes,yes
 الرءيس عبد الفتاح يعقد اجتماعا لمتابعه تطورات مشروعات الشبكه القوميه لطرق والمحاور الجديده,News,Racial,no,no
 ⁧ ⁩ ⁧ خادم الحرمين الشريفين ⁩ يءكد وقوف الملكه مع ⁧ ⁩ داعيا اله جل وعلا لفقيد بالرحمه ومتمنيا لكويت المزيد من الامن والرخاء والازدهار والاستقرار,News,Racial,no,no
 عين وصابت المرفا 🧿,News,Appearance,no,no
 يستعرض لاعب الباركور الفلسطيني عبد الحليم عايش عاما مهارته فوق مباني عاليه في فتره الحجر الصحي لوقايه من انتشار فايروس في شمال قطاع تصوير محمد سالم,News,Racial,no,no
 لقد اعمي اله بصرك كما اعمي بصيرتك الم تشاهد المساعدات الايرانيه التي وصلت الي لكن ماعليك عتب,News,Appearance,yes,no
 وينوا البطل القومي راقص الدبكه قاتل الكورونا المتنبي وزير الصحه صاحب الانجازات يامن الادويه المقطوعه,News,Racial,no,no
 الهم انتقم من كل خاءن موالي لكفره ومعادي لمسلمين الهم احشره معهم وافضحه علي رءوس الاشهاد,News,Racial,yes,no
 قربا مربط نوفمبر مني 🥺 ️,Gaming,Sexual,no,no
 مبدا نسف احداث تشرين يلي بحياتها ما بستاهل كلمه ثوره يلي بدو يسوي بين حراميه الطاءف والتيار الوطني الحر او الرءيس ميشال عون قيمته من قيمه صباطي,Celebrities,Racial,yes,yes
 عينكم علي الهجمه المرتده,Gaming,Appearance,no,no
 ⁩ عبد العزيز العفالق رءيسا لرابطه دوري المحترفين السعودي خلفا لمستقيل مسلي ال معمر,News,Racial,no,no
 خروقات اسراءيليه يوميه مباشره ومبهمه فرضيه الحراءق دون اي رادع خلايا الارهاب تعود من جديد فشل محور المقاومه السياسي في حكومه واسقاطها وهو في الوقت نفسه جزء اساسي من ازمه الحكومه الحاليه فساد مستشري ومعلم تلحيم متنقل امراض ذل الشعب البناني,News,Intelligence,yes,no
 الرءيس ربنا يحميه مابيهزرش في امن مصر ومفيش رحمه مع اي كلب يحاول يعمل قلق او بلبله,News,Appearance,no,no
 💠 الاساطير الحقيقيون في الكره السعوديه ✳ ️ ماجد عبد اله ✴ ️ حسين عبد الغني ✳ ️ يوسف الثنيان ✴ ️ محمد نور,Sports,Racial,no,no
 ما في شي فشل الثوره اكتر من الخطابات المكتوبه والي عم يقرا هل الخطابات,Celebrities,Intelligence,no,no
 فيديو ضرب مدير مدرسه من قبل ولي امر طالب في مصر 😳 ‼ ️,Celebrities,Racial,no,no
 المتحول جنسيا دانا سلطانه يستقبل مولوده الاول من زوجها المتحول الجنسي الاخر,Celebrities,Sexual,yes,yes
 الجامعه العربيه تدين الانتهاكات التركيه علي السياده العراقيه,News,Racial,no,no
 الشرطه مقتل مواطن اثر تعرضه لاطلاق نار في شجار وقع بلده,News,Racial,no,no
 سوف يتم تصميم المستكشف وبناءه بجهود اماراتيه لتكون دوله بذلك رابع دوله في العالم تشارك في مهام استكشاف القمر لاغراض علميه واول دوله عربيه تقوم بهمه فضاءيه لاستكشاف سطح,News,Racial,no,no
 انت ما تعرف وش يدور بمخك علشان تعرف ما يدار في العظيم فتح مخك وابحث عن المعلومه فالجهل اعمي,News,Appearance,yes,yes
 حكومه الوفاق داعم حقيقي لجماعات المتطرفه,News,Sexual,no,no
 رءيس عشره مدنين قتلوا بعد قصف ارميني,News,Racial,no,no
 ماساه في سوريا تريدوا تكرارها في لماعجزت ايران ومرتزقتها حزب اله وجيش بشار من دخول حلب تحالفوا مع الروس فدكوها دك علي رءوس اهلها من نساء واطفال ومن بقي منهم هجروهم و و كلهم كلاب لامريكا وبيقدموا دماء المسلمين قرابين لهم ليرضوهم,News,Appearance,yes,yes
 توتر واطلاق نار امام المركز الرءيسي لتيار الوطني الحر بين مناصرين لتيار ومناصري حزب القوات البنانيه,News,Racial,no,no
 اقدم اعتذاري لفنان الكبير عن كل ما بدر مني له من اساءه الاعتذار عن الخطا مو عيب لكن العيب هو تكرار الغلط,Celebrities,Sexual,no,no
 موته غبيه من الزون,Gaming,Intelligence,yes,yes
 تسجيل اول اصابه بكورونا في مخيم لمهاجرين في اليونان,News,Racial,no,no
 تمشي عند مزرعه مكفارلين ويشتغل لك ساوند تراك رودز يلعن ام القرف يا شيخ,Gaming,Racial,yes,yes
 لبايدن لا يوجد اي شيء ذكي بك 🤣 😂 😂 😂 🤣 🤣 كانت نار انواع القصف 😂 🔥,News,Racial,yes,yes
 الهم اني استخيرك في اموري كلها فقرب مني كل خير يا اله ️,News,Sexual,no,no
 احرقوا القبضه لانها من فجر المرفا من قتل الابرياء من سب الفقر و البطاله من احتكار الدواء من لم ينجز الاصلاحات من اعطي الوعود الورقيه احرقوها ازا كان ذلك يعيد لكم الكرامه والعيش بلا ذل,Celebrities,Racial,no,no
 اقتصاد منهار و مفقود و متفشايه وشعب حمار مش مصدق كورونا الحل الاسلم اقفال البلد كليا ومنع التجول والعوده لمفرد مجوز وما حدا يقلي دوره اقتصاديه والناس بدها تعيش اساسا ما عنا دوره اقتصاديه,News,Intelligence,yes,yes
 بقضيه خاشقجي كنا نعرف نفرق بين الادمي والمرتزق المطبل واليوم بقضيه فلسطين صرنا نعرف نفرق بين المسلم والكلب,News,Appearance,yes,yes
 صوره لدفاع المدني اثناء دفنهم جثه رجل توفي جراء اصابته بفيروس كورونا,News,Racial,no,no
 اراد من مسرحيه الكذب التي لفقها و لعبها بالامس ان يجمع شعبه حوله و يحرض علي المقاومه و يحضر البيءه لعدوان علي فرد سيدالمقاومه و اسقط الاهداف الثلاثه بضربه واحده و فضح كذب نتنياهو و قطع الطريق علي العدوان مره اخري بالحرب النفسيه,News,Racial,yes,yes
 تبغو تنبسطوا اكسروا الان الروتين باي شي مجنون غني بصوت عالي حتي لو صوتك وحش ارقص حتي لو ماتعرف ترقص اجري حتي لو ماعمرك جريت اعطونا افكار لكسر الروتين 🤗,Celebrities,Intelligence,no,no
 هاذي هي تركيا التي تدعي الاسلام والمسلمين وهاذا هو رءيسهم المثلي,News,Sexual,yes,yes
 فشل الحراك الشعبي الذي انطلق في منذ سنه لاسباب اربعه غياب القياده الواضحه والبرنامج الموحد وضع اليد الخارجيه عليه ركبته جهات داخليه لتوظيفه في خدمه اهدافها البعيده عن اهدافه انحرافه عن اهدافه الاجتماعيه الوطنيه الموحده الي اهداف سياسيه واستراتيجيه خلافيه و عميقه,Celebrities,Intelligence,no,no
 في وسخ بكون شكل زباله و في وسخ مثل ريفي مشنوق حلبي جيري الرباعي المرح,News,Appearance,yes,yes
 انا تاكدت اليوم انه يالي صار بمرفا بيروت هو طبيقه عربيه و غربيه علي بيروت لتدمير المرفا بتواطء مسءولين و احزاب لبنان لابقاءهم في السلطه رغم الثوره لبنان رح يكون بلد فقير محكوم من نفس الطبقه الحاكمه و اعطاء دور لبنان لاسراءيل,Celebrities,Racial,no,yes
 اله يسود وجكن وحياتكن متل ما سودتوا سما بيروت يا فاسدين يا مجرمين يا ارهابين,News,Racial,yes,yes
 محمد طلال السعيد ضحيه لتربيه شيطانيه عمته فجر السعيد الي ماخلت احدن في حاله وابوه يقول البوش هو اله تخاذل عربنا جحدالسعوديه والعرب اجمع لعلمك ياكلب ابن كلب السعوديه فوق كل الشكوك عند حكامك اما انت وابوك والكلب عندنا واحد واذا تقول انك رجال لاتمسح تغريدتك,News,Appearance,yes,yes
 انفجار الزرقاء يفتح عين علي اليه تخزين الذخاءر,News,Appearance,no,no
 قاءد الانسانيه مره وحده يا عبد 😂 😂 😂 ذا صنم وتقلع وبيجيكم صنم اخر وسميه قاءد العبيد من امثالك,News,Racial,yes,yes
 اولا يلعن ابوكن كلب يا يا اقل من بهايم لك شو دين رب هالمنظومه الخرا لك واله لخزقوا وادعس عليه باسبوري,News,Appearance,yes,yes
 ويجيك كلب منبطح يتعاطف مع الي يصدر السلاح لعدو والي تحكمه جماعات الشيطان,News,Appearance,yes,yes
 حسين الجسمي واوجه عربيه كثيره سقط القناع العربي المزيف عن وجوهم فلسطين تربينا علي حبها و راح نربي اولادنا و احفادنا علي حبها و القضيه الفلسطينه بدمنا و ما راح نتخلي عنها عاشت فلسطين حره عربيه ️ 🇵 🇸,News,Racial,yes,yes
 تصريح غبي من وزير خارجيه معتوه كرءيس دولته المعتوه الاكبر حقيقه,News,Intelligence,yes,yes
 عين علي القدس يرصد انتهاكات الاحتلال لمقدسات والتميز العنصري ضد المقدسين,News,Appearance,no,no
 اكتبوها بالشكل الذي تقصدونه بصراحه فقولوا هو من خيانه حتي لو كانت بشروط لمصلحه فلسطين,News,Appearance,no,no
 طالما ان هناك مواد تهرب بحجه الدعم وتجار يبيعون سوق اسود اذا والمضاربات السوقيه ولكن اكبر معوقات الدعم ️تزوير العمله ️عدم وفره المنتج ️المواطن نفسه ️عدم فرض ضراءب علي استثمارات دول الجوار ️عدم تعويم الجنيه,News,Racial,no,no
 هالمره جد انشمطنا عين اخت فلاته اصابه جديده اله يحمي هالبلد,News,Appearance,no,no
 شو تافه وغبي 🥴 🥴 🥴 👑 وداعسي اكبر راس,Celebrities,Intelligence,yes,yes
 امك قارعه يا ك ل ب,News,Sexual,yes,yes
 صحيفه عين الشرق الاوسط الامريكيه تحدث صراحه عن حرب صليبيه ضد المسلمين,News,Appearance,no,no
 مهدي حسين ارتكب مجزره بحق عاءله قتل الاب والام اغتصب بنتهم نحر رقبتها قطع اعضاء الارجل بسب دين وبمفرده,News,Sexual,no,no
 وستبقي هذه الصوره وصمه عار في جبين كل من قام بالتطبيع مع الكيان الصهيوني المغتصب المحتل القاتل وسيقتص منهم الشهيد محمد الدره وكل طفل فلسطيني امام الجبار الحكم العدل يوم العرض وعند اله تجتمع الخصوم 🇵 🇸 ✌,News,Racial,no,yes
 خفوا مسخره عالسجناء بالنهايه هودي لبنانيه شاءت الظروف ان يكونوا سجناء ام بسب الاوضاع الاقتصاديه او بسب تقصير الدوله الكبير اخطاوا ويدفعون الثمن في ظل بلد فاسد وقضاء فاسد وشعب فاسد يستحقون فرصه ثانيه انهم ليسوا ارهابين او قتله اين تعاليم اديانكم,News,Racial,yes,yes
 الشيخ نواف 💔 😭 الهم اجبر كسر قلبه واعنه علي حمل الامانه وسخر له البطانه الصالحه واحفظ واهلها من كل شر,News,Racial,no,no
 انت ما رحت ديولير لا تكذب انت انت اصلا فاشل واخر واحد تخرج بالجامعه لا تستخدم كلمات ذكيه علي 😂 ترمب سبعيني جاد ما عنده وقت لمزاح,News,Intelligence,yes,yes
 سيرين عبد النور توجه رساله لمحبيها ومعجبيها ما بحب حدا يكرهني كرمال حدا,Celebrities,Racial,no,no
 سجلت مواقف عربيه اصيله وقويه تجاه قضيتنا العادله وساندت شعبنا بكل ما لديها من امكانيات وجعلتها في خدمه رغم الموقف السياسي لسلطه الفلسطينيه الخاطء ابان غزو الكويت والذي لا يعبر عن موقف الشعب الفلسطيني المحب لكويت العزيزه,News,Racial,no,no
